ID,DOCUMENT,LABEL
3282,"
							I paid three times
							
						",Premium Family
1952,"
							Problemas com plano familiar
							
						",Premium Family
3050,"
							Spotify T??rkiye ??deme al??nd?? fakat sorun ????z??lmedi
							
						",Premium Family
4258,"
							Premium for family does not work
							
						",Premium Family
3672,"
							Nome de usuario administrador
							
						",Premium Family
2898,"
							Family member NOT getting email invite
							
						",Premium Family
2559,"
							No puedo entrar al plan familiar
							
						",Premium Family
3445,"
							Family Plan Confirmation
							
						",Premium Family
2634,"
							Von Premium zu Family gewechselt - Musik verschwun...
							
						",Premium Family
2648,"
							waarom ziet mijn dochter nog steeds 'gratis accoun...
							
						",Premium Family
3175,"
							Problema con invitacion plan familiar
							
						",Premium Family
8309,"
							Premium for family
							
						",Premium Family
6109,"
							N??o consigo aceder ao Premium Familiar
							
						",Premium Family
5025,"
							Account Address for Family Plan
							
						",Premium Family
5501,"
							Family subscription but traveling more than 14 day...
							
						",Premium Family
3093,"
							Problema con Plan Familiar
							
						",Premium Family
2906,"
							Cannot rejoin my Family again
							
						",Premium Family
3205,"
							Premium family  subscripction
							
						",Premium Family
2277,"
							Offline songs when Changing country on Premium
							
						",Premium Family
4141,"
							Family account status
							
						",Premium Family
8288,"
							Spotify for Family 2 subscriptions last 12 months
							
						",Premium Family
5383,"
							Plan familiar
							
						",Premium Family
1505,"
							Family member got removed from a premium
							
						",Premium Family
2247,"
							Family Premium
							
						",Premium Family
7724,"
							family premium
							
						",Premium Family
3608,"
							Spotify could not make the verification of my fami...
							
						",Premium Family
5057,"
							No recuerdo la direccio registrada
							
						",Premium Family
3483,"
							Premium for Family - confirmation of Address
							
						",Premium Family
7158,"
							Familiares expulsados del plan familiar
							
						",Premium Family
663,"
							abonement famille
							
						",Premium Family
4180,"
							Disconnect from face book
							
						",Premium Family
3671,"
							Address confirmation
							
						",Premium Family
3887,"
							Familymembers
							
						",Premium Family
4818,"
							family plan activated but email wont come through
							
						",Premium Family
1749,"
							Account removed from Spotify Family subscription
							
						",Premium Family
3968,"
							Family spotify having problems
							
						",Premium Family
6554,"
							Estou querendo abrir plano familiar  mas tenho um ...
							
						",Premium Family
7239,"
							Plan Familiar Premium - Data Verification
							
						",Premium Family
402,"
							Family frustration
							
						",Premium Family
4488,"
							spotify premium
							
						",Premium Family
879,"
							SPOTIFY FAMILY ADDRESS problem (ONE YEAR)
							
						",Premium Family
1734,"
							Google Home Mini promo
							
						",Premium Family
559,"
							It wont let me buy premium for the family
							
						",Premium Family
1492,"
							Re-enter a member of a family plan
							
						",Premium Family
5858,"
							Premium Family Member not active in Webinterface, ...
							
						",Premium Family
7846,"
							Plan Familiar
							
						",Premium Family
6617,"
							Family account - can't be added
							
						",Premium Family
547,"
							Issue confirming address
							
						",Premium Family
6064,"
							Family control
							
						",Premium Family
6147,"
							unidays
							
						",Premium Family
2443,"
							DOGRULAMA YAPILDI ANCAK PREMIUMU ALAMIYORUM
							
						",Premium Family
6688,"
							Plan familiar - P??SIMO SERVICIO
							
						",Premium Family
7444,"
							Help retrieving address information
							
						",Premium Family
4074,"
							Me estan cobrando de mas
							
						",Premium Family
3463,"
							bought premium family by accident, I cancelt it bu...
							
						",Premium Family
1511,"
							Family members did not confirm the email and canno...
							
						",Premium Family
3855,"
							My Premium just turned into Free even though I hav...
							
						",Premium Family
8415,"
							On premium family how many devices per member?
							
						",Premium Family
1903,"
							Can't join Premium for family.
							
						",Premium Family
7662,"
							Premium for Family
							
						",Premium Family
1909,"
							family premium doesn't work on me!
							
						",Premium Family
7252,"
							Can't use my family's subscription
							
						",Premium Family
8382,"
							Spotify thinks I'm in wrong country. Cannot join f...
							
						",Premium Family
5148,"
							Upgraded to Family - Can't Add Anyone
							
						",Premium Family
5935,"
							upgrade premium to family with a voucher account
							
						",Premium Family
7361,"
							Family Adress where ?
							
						",Premium Family
5945,"
							Downgraded to free
							
						",Premium Family
4035,"
							family
							
						",Premium Family
5635,"
							Re: Migrating from Groove Music, how to get 60 day...
							
						",Premium Family
3689,"
							Family Subscription only allows one device to play
							
						",Premium Family
5184,"
							No puedo inscribirme a Spotify familiar
							
						",Premium Family
1456,"
							Moving from premium to family while canceling subs...
							
						",Premium Family
3551,"
							Premium account - paying problem
							
						",Premium Family
5593,"
							4 - Oops something went wrong, please try again.
							
						",Premium Family
